sessionId,topic,article,condition,pattern,ageGroup,gender,preStance,preKnowledge,postUnderstanding,postNewInformation,postPerspectiveComparison,postFurtherExploration,postFurtherExplorationReason,chatbotAppropriateness,chatbotTrustworthiness,chatbotEngagement,postStance,systemComment,freeComment,keywordAnswer,keywordCorrect,startedAt,completedAt,completionTimeSeconds,createdAt,updatedAt
e5299ef5-2753-46bd-bb8a-565ddfebaf2e,casinoir,casinoir2,news,,50-59,male,1,3,4,3,4,3,,,,,1,,,ワニ,true,2026-08-25T14:05:09.425Z,2026-08-25T14:06:41.446Z,92,2026-08-25T14:06:41.447Z,2026-08-25T14:06:41.447Z
31dab90d-8697-4ab4-82ff-fbaa4d669f2f,casinoir,casinoir2,news,,50-59,male,3,2,4,4,4,3,賭博には、興味がない。,,,,2,,勉強になりました。,ワニ,true,2026-08-25T14:04:02.324Z,2026-08-25T14:06:45.830Z,164,2026-08-25T14:06:45.831Z,2026-08-25T14:06:45.831Z
56d06bff-1805-4dbe-8125-a1ed9e0e9977,nuclearenergy,nuclearenergy1,news,,50-59,male,3,4,2,5,5,5,,,,,3,,,ワニ,true,2026-08-25T14:04:30.144Z,2026-08-25T14:06:47.758Z,138,2026-08-25T14:06:47.758Z,2026-08-25T14:06:47.758Z
3eea2a33-d466-468c-8617-1ad05d5c4d18,usingballatpark,usingballatpark2,news,,50-59,male,2,1,4,4,3,2,ダメな理由がボールがぶつかると危ないからじゃないのが不思議だった,,,,2,,,ワニ,true,2026-08-25T14:03:32.878Z,2026-08-25T14:06:49.385Z,197,2026-08-25T14:06:49.385Z,2026-08-25T14:06:49.385Z
dabed521-1826-47f7-828c-0448eb3dc6ee,nuclearenergy,nuclearenergy1,news,,40-49,male,3,4,4,4,5,4,福島第一原発事故を起こした東京電力が、どのような安全対策を講じて柏崎刈羽原発の再稼働に臨んでいるのか、実効性のある避難計画も含めて知りたいと思ったため。,,,,3,,,ワニ,true,2026-08-25T14:03:37.482Z,2026-08-25T14:06:51.359Z,194,2026-08-25T14:06:51.360Z,2026-08-25T14:06:51.360Z
c3cf12ed-6bd5-4510-bbbc-f9ecc886d8ca,decreasericeprice,decreasericeprice2,news,,50-59,male,4,4,5,5,5,5,新たな情報は常に得たい,,,,4,,,ワニ,true,2026-08-25T14:05:18.418Z,2026-08-25T14:06:52.263Z,94,2026-08-25T14:06:52.264Z,2026-08-25T14:06:52.264Z
1cf4a3b8-d01e-4aef-b71a-360e0bea2649,immigration,immigration1,news,,50-59,female,2,2,3,3,3,3,,,,,2,,,ワニ,true,2026-08-25T14:05:51.314Z,2026-08-25T14:06:55.981Z,65,2026-08-25T14:06:55.981Z,2026-08-25T14:06:55.981Z
e6d71615-a559-4006-8025-72113ca9bae5,usingballatpark,usingballatpark2,news,,30-39,male,1,4,4,1,1,1,どうでもいい,,,,1,,,ワニ,true,2026-08-25T14:06:07.451Z,2026-08-25T14:07:02.728Z,55,2026-08-25T14:07:02.729Z,2026-08-25T14:07:02.729Z
6a774bbb-f890-4a68-9725-6e4d0b5bf8f5,casinoir,casinoir1,news,,40-49,male,1,3,4,5,3,2,大阪に関心が無いから,,,,1,,,ワニ,true,2026-08-25T14:02:24.350Z,2026-08-25T14:07:03.470Z,279,2026-08-25T14:07:03.471Z,2026-08-25T14:07:03.471Z
e2bf8178-616d-4b6f-89f0-37da9156d73f,decreasericeprice,decreasericeprice2,news,,40-49,male,4,4,4,4,3,5,安くなってうれしいから,,,,4,,,ワニ,true,2026-08-25T14:06:01.785Z,2026-08-25T14:07:07.903Z,66,2026-08-25T14:07:07.903Z,2026-08-25T14:07:07.903Z
ee5ffd3c-549e-4b18-b094-4079847de442,decreasericeprice,decreasericeprice1,news,,50-59,male,3,4,4,4,4,4,,,,,3,,,ワニ,true,2026-08-25T14:03:59.299Z,2026-08-25T14:07:10.111Z,191,2026-08-25T14:07:10.111Z,2026-08-25T14:07:10.111Z
3978f0e9-9e96-4e8b-a1bd-3c9afcc86cdd,decreasericeprice,decreasericeprice1,news,,50-59,female,4,2,2,4,3,4,,,,,3,,,ワニ,true,2026-08-25T14:05:35.992Z,2026-08-25T14:07:10.537Z,95,2026-08-25T14:07:10.538Z,2026-08-25T14:07:10.538Z
3f839180-c5d3-468f-857c-8021dd6d79c7,immigration,immigration2,news,,50-59,male,2,3,5,4,3,4,外国人の移民が身近になったから,,,,2,,治安が悪くなるから少し 受け入れは ためらってしまう,ワニ,true,2026-08-25T14:02:48.782Z,2026-08-25T14:07:13.670Z,265,2026-08-25T14:07:13.671Z,2026-08-25T14:07:13.671Z
b4315a91-a3ec-400c-b4dc-f905b71feeee,usingballatpark,usingballatpark1,news,,30-39,male,4,2,5,4,3,1,,,,,4,,,ワニ,true,2026-08-25T14:06:05.098Z,2026-08-25T14:07:24.330Z,79,2026-08-25T14:07:24.331Z,2026-08-25T14:07:24.331Z
01e6fb14-f490-478c-8e60-de080c553770,immigration,immigration2,news,,40-49,male,2,3,5,4,3,4,,,,,2,,,ワニ,true,2026-08-25T14:04:01.113Z,2026-08-25T14:07:25.511Z,204,2026-08-25T14:07:25.512Z,2026-08-25T14:07:25.512Z
18adc581-3708-49a2-9752-d937ce81e4b7,usingballatpark,usingballatpark1,news,,60+,female,3,4,5,5,5,5,,,,,4,,,ワニ,true,2026-08-25T14:05:36.483Z,2026-08-25T14:07:32.015Z,116,2026-08-25T14:07:32.016Z,2026-08-25T14:07:32.016Z
3f623c23-e5d0-437e-98f0-212f222b245f,nuclearenergy,nuclearenergy2,news,,20-29,female,2,3,4,4,4,4,,,,,2,,,ワニ,true,2026-08-25T14:07:09.661Z,2026-08-25T14:07:42.276Z,33,2026-08-25T14:07:42.277Z,2026-08-25T14:07:42.277Z
9f7cf8cc-b06e-4a26-8a82-6b41d91cc433,nuclearenergy,nuclearenergy2,news,,50-59,female,4,4,4,4,4,4,原子力発電には賛成していたが、自分の近くに無いので無関心だったと思う。,,,,3,,なし,ライオン,false,2026-08-25T14:03:53.636Z,2026-08-25T14:07:44.006Z,230,2026-08-25T14:07:44.006Z,2026-08-25T14:07:44.006Z
81c87a58-c5bc-4614-b330-7e82e798f66d,casinoir,casinoir2,news,,30-39,male,4,4,4,4,2,2,,,,,3,,,ワニ,true,2026-08-25T14:02:19.125Z,2026-08-25T14:07:44.054Z,325,2026-08-25T14:07:44.055Z,2026-08-25T14:07:44.055Z
0f15fe97-5bd4-4910-9101-876ccf7aac4e,immigration,immigration2,news,,50-59,male,1,4,5,5,3,4,教育が不十分な移民を受け入れることで、どのような犯罪が増えてきているのか調べてみたいと感じました。,,,,1,,,ワニ,true,2026-08-25T14:02:21.178Z,2026-08-25T14:07:47.089Z,326,2026-08-25T14:07:47.090Z,2026-08-25T14:07:47.090Z
4292d158-bd2f-4353-82ec-bfccfcc7ee50,decreasericeprice,decreasericeprice2,news,,60+,female,3,4,4,4,4,2,ニュースでおおよそのことは聞いていたので。,,,,3,,,ワニ,true,2026-08-25T14:03:00.773Z,2026-08-25T14:07:54.856Z,294,2026-08-25T14:07:54.857Z,2026-08-25T14:07:54.857Z
fffd98ac-a3c6-4476-8254-18327dba8619,decreasericeprice,decreasericeprice2,news,,50-59,male,3,5,4,4,4,4,ニュースで見たことあります,,,,3,,特になし,ワニ,true,2026-08-25T14:02:18.654Z,2026-08-25T14:07:56.578Z,338,2026-08-25T14:07:56.579Z,2026-08-25T14:07:56.579Z
bf82cb7d-11a2-438c-baca-294e112e00d8,nuclearenergy,nuclearenergy1,news,,50-59,male,4,4,4,4,3,2,,,,,4,,,ワニ,true,2026-08-25T14:05:49.056Z,2026-08-25T14:07:57.359Z,128,2026-08-25T14:07:57.359Z,2026-08-25T14:07:57.359Z
bd1f03b2-d5c9-4da8-b190-0b3a765f667c,nuclearenergy,nuclearenergy2,news,,50-59,male,2,4,5,5,5,4,もっと詳しい情報が欲しかった。,,,,2,,原発について考えさせられた。,ライオン,false,2026-08-25T14:06:30.826Z,2026-08-25T14:08:34.169Z,123,2026-08-25T14:08:34.170Z,2026-08-25T14:08:34.170Z
670676a0-f928-4a7a-9a7c-140397d36f45,immigration,immigration2,news,,50-59,male,1,4,4,3,2,3,そもそも移民を受け入れるのかというそもそも論をもっと議論すべきではないかと。少なくとも欧米名をの状況を見るとそれほど価値がある政策とは思えない。,,,,1,,そもそも何が目的かをもっと議論すべき。手段が目的化している。,ワニ,true,2026-08-25T14:04:35.090Z,2026-08-25T14:08:34.189Z,239,2026-08-25T14:08:34.189Z,2026-08-25T14:08:34.189Z
7a9e5acb-4b7d-4c57-99e1-a7274c6ae37b,immigration,immigration2,news,,50-59,male,3,3,3,4,4,4,,,,,3,,,ライオン,false,2026-08-25T14:06:10.397Z,2026-08-25T14:08:35.111Z,145,2026-08-25T14:08:35.111Z,2026-08-25T14:08:35.111Z
5f751786-e01c-4bc9-b60b-1f622bd586b2,usingballatpark,usingballatpark2,news,,40-49,male,3,4,5,4,4,4,この記事の他者への配慮が、本当に正しいのか疑問を持った。,,,,2,,,ワニ,true,2026-08-25T14:04:07.309Z,2026-08-25T14:08:36.664Z,269,2026-08-25T14:08:36.665Z,2026-08-25T14:08:36.665Z
cf2a0f2f-b6db-4ecd-8f61-339ca05bb977,usingballatpark,usingballatpark2,news,,50-59,male,3,3,4,4,4,4,,,,,3,,,ワニ,true,2026-08-25T14:06:02.110Z,2026-08-25T14:08:44.523Z,162,2026-08-25T14:08:44.523Z,2026-08-25T14:08:44.523Z
0171dc94-b997-4093-b0d8-8fd0a3a6ecb8,nuclearenergy,nuclearenergy2,news,,60+,female,1,4,4,3,2,2,原子力発電は、想定外のトラブル時に何も出来ないので、そもそも反対,,,,1,,,ワニ,true,2026-08-25T14:06:01.198Z,2026-08-25T14:08:48.703Z,168,2026-08-25T14:08:48.703Z,2026-08-25T14:08:48.703Z
aa0977a9-29f6-4747-9d8c-2e503aa6759a,immigration,immigration1,news,,30-39,male,2,3,4,4,4,3,難しい問題だと思うので、専門家に任せたいと思った。,,,,2,,特にない,ワニ,true,2026-08-25T14:05:44.268Z,2026-08-25T14:08:52.631Z,188,2026-08-25T14:08:52.631Z,2026-08-25T14:08:52.631Z
23180cfb-cbcf-43b3-999f-904c29c73950,immigration,immigration2,news,,40-49,male,2,2,5,5,3,4,,,,,2,,,ワニ,true,2026-08-25T14:06:56.745Z,2026-08-25T14:08:55.580Z,119,2026-08-25T14:08:55.581Z,2026-08-25T14:08:55.581Z
3d975a68-6203-4545-99ba-90460af65981,immigration,immigration2,news,,50-59,male,2,4,4,4,4,3,特に進んで調べたいことがないから,,,,2,,とくにありません,ワニ,true,2026-08-25T14:05:46.078Z,2026-08-25T14:08:59.448Z,193,2026-08-25T14:08:59.449Z,2026-08-25T14:08:59.449Z
d307810f-0233-4231-b01e-fd3e57d22125,decreasericeprice,decreasericeprice1,news,,40-49,male,3,3,3,3,2,1,,,,,3,,,ワニ,true,2026-08-25T14:08:09.860Z,2026-08-25T14:09:01.940Z,52,2026-08-25T14:09:01.940Z,2026-08-25T14:09:01.940Z
1e298e14-42c5-4185-ade5-9158cada786d,immigration,immigration1,news,,60+,male,2,3,4,4,4,4,,,,,3,,,ワニ,true,2026-08-25T14:06:38.200Z,2026-08-25T14:09:03.885Z,146,2026-08-25T14:09:03.885Z,2026-08-25T14:09:03.885Z
8e3a35b0-0d71-4f18-b864-bdbc2f943637,decreasericeprice,decreasericeprice2,news,,40-49,male,4,4,4,5,4,4,,,,,4,,,ワニ,true,2026-08-25T14:07:24.452Z,2026-08-25T14:09:07.659Z,103,2026-08-25T14:09:07.659Z,2026-08-25T14:09:07.659Z
20856228-9a8b-4a63-8d8b-584ca318ddb5,nuclearenergy,nuclearenergy1,news,,30-39,male,3,3,4,4,3,3,少し古いニュースで、若干知っている内容が含まれていたため。,,,,3,,,ワニ,true,2026-08-25T14:05:20.467Z,2026-08-25T14:09:09.336Z,229,2026-08-25T14:09:09.337Z,2026-08-25T14:09:09.337Z
16417486-9600-43a1-80b4-27d26d856542,decreasericeprice,decreasericeprice1,news,,50-59,male,3,2,4,4,3,3,賛否両方を取り上げてないから,,,,3,,,犬,false,2026-08-25T14:09:38.053Z,2026-08-25T14:09:09.479Z,0,2026-08-25T14:09:09.480Z,2026-08-25T14:09:09.480Z
6548c0b4-24ba-43cc-9e91-f09897c46610,casinoir,casinoir2,news,,30-39,male,1,1,2,3,3,4,IR契機についてよくわからないから。,,,,2,,,ライオン,false,2026-08-25T14:06:38.269Z,2026-08-25T14:09:12.627Z,154,2026-08-25T14:09:12.628Z,2026-08-25T14:09:12.628Z
077aa648-1153-4767-98e6-70ba7b6c4d3a,nuclearenergy,nuclearenergy2,news,,50-59,male,3,2,4,4,3,4,まだまだ自分の知らないことがあるから,,,,3,,人の立場によって意見が変わるのは仕方ない,犬,false,2026-08-25T14:04:08.855Z,2026-08-25T14:09:21.271Z,312,2026-08-25T14:09:21.272Z,2026-08-25T14:09:21.272Z
a0c7889e-5d4d-475e-8438-11e75675bd07,casinoir,casinoir1,news,,40-49,male,3,3,4,5,3,2,,,,,3,,,ワニ,true,2026-08-25T14:07:12.397Z,2026-08-25T14:09:32.595Z,140,2026-08-25T14:09:32.596Z,2026-08-25T14:09:32.596Z
1ebd65b0-df72-497d-aa4f-2423db416f37,usingballatpark,usingballatpark1,news,,40-49,male,2,2,5,4,3,2,,,,,2,,,ワニ,true,2026-08-25T14:07:18.328Z,2026-08-25T14:09:32.836Z,135,2026-08-25T14:09:32.837Z,2026-08-25T14:09:32.837Z
8a34e1fd-2c6d-492e-97b8-f2af59b73d4a,immigration,immigration1,news,,50-59,female,1,2,5,5,3,3,外国人の犯罪のニュースを目にするが、そういう人たちは同じような境遇できたのか、それとも全く違うルートできたのか、知りたくなった。,,,,2,,移民という言葉は長く住むことが前提になっており、働く側の都合を考えておらず差別的にも聞こえる。海外の人に仕事をしてもらうときの立場やルールの整備をもっとしっかりしたほうが、仕事をする側も分かりやすくて判断しやすいと思った。,ワニ,true,2026-08-25T14:04:04.468Z,2026-08-25T14:09:36.937Z,332,2026-08-25T14:09:36.938Z,2026-08-25T14:09:36.938Z
e0b02c75-e4d8-4cfc-a6ac-bfcb39c5c784,nuclearenergy,nuclearenergy2,news,,40-49,male,3,3,5,4,4,3,,,,,2,,,ワニ,true,2026-08-25T14:29:26.008Z,2026-08-25T14:09:42.085Z,0,2026-08-25T14:09:42.085Z,2026-08-25T14:09:42.085Z
bb20a045-842b-4711-ace5-d44df8d6565c,decreasericeprice,decreasericeprice1,news,,60+,male,4,1,4,4,1,1,米そのものを購入する機会がない自身にとって米の価格の高低は直接的には関係しないから。,,,,3,,キーワード＝ワニは何に使うのかわからなかった。以降で使用？,ワニ,true,2026-08-25T14:03:32.040Z,2026-08-25T14:09:59.715Z,388,2026-08-25T14:09:59.716Z,2026-08-25T14:09:59.716Z
f92cf8ba-4478-48bb-9c71-0ae580392b3d,usingballatpark,usingballatpark2,news,,60+,male,4,3,3,3,3,2,興味なし,,,,3,,,ワニ,true,2026-08-25T14:07:33.462Z,2026-08-25T14:10:02.725Z,149,2026-08-25T14:10:02.726Z,2026-08-25T14:10:02.726Z
8d4b090a-44e0-49a2-96a5-af44b4166675,nuclearenergy,nuclearenergy1,news,,50-59,male,4,5,4,5,3,2,原発は常に重大事故の可能性があり、あまり賛成できないので調べる気にならない。,,,,2,,特に無い,ワニ,true,2026-08-25T14:06:20.655Z,2026-08-25T14:10:16.894Z,236,2026-08-25T14:10:16.895Z,2026-08-25T14:10:16.895Z
0596cf92-d99d-4f86-b615-c3f79ded9a22,immigration,immigration2,news,,40-49,male,1,4,5,4,4,4,外国籍の子供たちの支援状況について知りたいと思う。,,,,1,,,ワニ,true,2026-08-25T14:07:55.270Z,2026-08-25T14:10:26.923Z,152,2026-08-25T14:10:26.923Z,2026-08-25T14:10:26.923Z
c5228afa-f849-4e3e-bd14-3fb2fa907344,decreasericeprice,decreasericeprice1,news,,50-59,female,3,2,3,3,3,3,,,,,2,,,ワニ,true,2026-08-25T14:09:10.261Z,2026-08-25T14:10:28.319Z,78,2026-08-25T14:10:28.320Z,2026-08-25T14:10:28.320Z
28a809d4-9178-40f2-bf79-c4d79bbc8608,decreasericeprice,decreasericeprice2,news,,50-59,male,3,2,3,3,3,3,,,,,3,,,ワニ,true,2026-08-25T14:09:47.897Z,2026-08-25T14:10:35.727Z,48,2026-08-25T14:10:35.728Z,2026-08-25T14:10:35.728Z
1194a03d-9e82-4c19-af97-43dea0956903,nuclearenergy,nuclearenergy2,news,,40-49,male,2,4,4,4,3,3,,,,,2,,,ワニ,true,2026-08-25T14:07:51.588Z,2026-08-25T14:10:36.372Z,165,2026-08-25T14:10:36.373Z,2026-08-25T14:10:36.373Z
025d19ac-b4b0-4bc2-a00c-20e3807a90e8,usingballatpark,usingballatpark2,news,,20-29,male,4,4,2,3,3,3,,,,,4,,,ワニ,true,2026-08-25T14:08:42.955Z,2026-08-25T14:10:52.870Z,130,2026-08-25T14:10:52.871Z,2026-08-25T14:10:52.871Z
d7665187-b665-44b3-b0de-e64cd02a01dc,nuclearenergy,nuclearenergy1,news,,50-59,female,3,2,4,4,4,3,,,,,3,,,ワニ,true,2026-08-25T14:09:44.549Z,2026-08-25T14:10:55.101Z,71,2026-08-25T14:10:55.101Z,2026-08-25T14:10:55.101Z
9a953ac4-29f8-42c0-a8be-79e41d5ab511,usingballatpark,usingballatpark1,news,,40-49,female,3,4,2,2,2,2,,,,,3,,,犬,false,2026-08-25T14:10:00.793Z,2026-08-25T14:11:06.251Z,65,2026-08-25T14:11:06.252Z,2026-08-25T14:11:06.252Z
cf4e5bd0-d52c-43cc-851b-adaa12cf61c9,decreasericeprice,decreasericeprice2,news,,40-49,male,3,4,5,4,4,5,,,,,3,,,ワニ,true,2026-08-25T14:08:46.807Z,2026-08-25T14:11:18.235Z,151,2026-08-25T14:11:18.235Z,2026-08-25T14:11:18.235Z
135320ac-50fd-47c1-bd26-d8a75ccc3601,decreasericeprice,decreasericeprice1,news,,50-59,male,3,3,2,2,1,4,自分の情報と記事に違和感を持ったから,,,,2,,毎年コメ農家が振り回されている状況が可哀そう。,ワニ,true,2026-08-25T14:05:45.571Z,2026-08-25T14:11:33.097Z,348,2026-08-25T14:11:33.098Z,2026-08-25T14:11:33.098Z
3374053e-7bf9-4ae4-8e95-dca773aae8eb,immigration,immigration1,news,,50-59,male,2,3,5,5,5,3,日本人の給料 がどうなるだろうか,,,,2,,,ワニ,true,2026-08-25T14:09:45.945Z,2026-08-25T14:11:34.026Z,108,2026-08-25T14:11:34.027Z,2026-08-25T14:11:34.027Z
32838f2a-284d-45d0-8957-163a05eee08e,casinoir,casinoir2,news,,20-29,male,4,4,4,4,3,4,,,,,4,,,ワニ,true,2026-08-25T14:11:35.044Z,2026-08-25T14:11:58.595Z,24,2026-08-25T14:11:58.596Z,2026-08-25T14:11:58.596Z
51227443-8798-4d22-91df-500b46ea2049,nuclearenergy,nuclearenergy1,news,,50-59,male,1,3,4,4,3,4,負のイメージを植えつけるような文章の書き方はいかがなものかと思う。,,,,2,,賛成あれ反対であれ多数決で物事を決める民主主義社会なのだから流れに乗るしかない。,ワニ,true,2026-08-25T14:08:35.979Z,2026-08-25T14:12:04.292Z,208,2026-08-25T14:12:04.293Z,2026-08-25T14:12:04.293Z
8da3b8a5-eeb7-42b1-893c-f08d35e07bb2,casinoir,casinoir1,news,,50-59,male,1,1,3,3,3,3,IRは必要ないし興味もない,,,,1,,金を掛けてやる優先順位があるなら最後の最後,ワニ,true,2026-08-25T14:08:44.685Z,2026-08-25T14:12:04.947Z,200,2026-08-25T14:12:04.947Z,2026-08-25T14:12:04.947Z
b615517f-4902-4d82-bfa7-613ab6b84664,casinoir,casinoir2,news,,60+,male,3,4,4,5,4,4,依存症対策の施設を作ると言うことだが、抽象的で細かな具体像が見えないので知りたいと思った。,,,,2,,ギャンブルの依存症が増えることは大きな社会問題になると思う。また、始めるに当たっての具体策などが信頼性に乏しいから。,ワニ,true,2026-08-25T14:07:32.640Z,2026-08-25T14:12:06.096Z,273,2026-08-25T14:12:06.097Z,2026-08-25T14:12:06.097Z
12244386-4c7b-49a6-8fa4-f177ece2479e,nuclearenergy,nuclearenergy1,news,,40-49,female,4,4,4,4,3,3,今後の国の方針について調べたいというか知りたいと思った。,,,,2,,文章にですます調とそうでない文章が混ざっていて、AIのように感じた。,ワニ,true,2026-08-25T14:07:05.792Z,2026-08-25T14:12:06.800Z,301,2026-08-25T14:12:06.801Z,2026-08-25T14:12:06.801Z
9dc21fa8-dd7d-4102-afb1-7a963ca5998d,casinoir,casinoir2,news,,50-59,male,2,2,4,4,4,4,,,,,2,,,ワニ,true,2026-08-25T14:08:43.398Z,2026-08-25T14:12:11.672Z,208,2026-08-25T14:12:11.672Z,2026-08-25T14:12:11.672Z
ae282042-de0e-496f-8329-7b9c24be14d3,immigration,immigration2,news,,50-59,male,1,4,4,4,4,4,"さいたま市のクルド人問題等、ヘイトの意見以外にも好意的な意見があるので。
",,,,2,,子供が教育を受けれないのは問題。犯罪者が増えているのが海外でも問題になっている。,ワニ,true,2026-08-25T14:08:50.856Z,2026-08-25T14:12:11.919Z,201,2026-08-25T14:12:11.919Z,2026-08-25T14:12:11.919Z
84a26ffa-8c4f-4588-a530-0b737d5973b6,decreasericeprice,decreasericeprice2,news,,60+,male,4,2,5,5,4,4,,,,,3,,,ワニ,true,2026-08-25T14:03:28.972Z,2026-08-25T14:12:13.159Z,524,2026-08-25T14:12:13.160Z,2026-08-25T14:12:13.160Z
